"Variant","ID","Y","A","B","Visit"
1,63,12.0503101311308,0,2,0
1,63,14.2738448095479,0,1,1
1,63,11.6054248550758,0,1,2
1,64,4.91806966446516,1,1,0
1,64,7.49815802489687,1,2,1
1,64,-3.9505351130359,1,2,2
1,65,8.18387312308321,0,1,0
1,65,12.266430543128,0,1,1
1,65,12.5575827166319,0,1,2
1,66,8.91673109246762,1,1,0
1,66,8.25431611316594,1,1,1
1,66,2.88631205321881,1,1,2
1,67,14.7305799412907,0,1,0
1,67,7.00832434085715,0,1,1
1,67,5.91225446812415,0,2,2
1,68,5.28922360052516,1,2,0
1,68,6.81851184109545,1,1,1
1,68,7.55289034724059,1,2,2
1,69,11.3104466414298,0,1,0
1,69,10.710827121973,0,2,1
1,69,12.3395543411115,0,1,2
1,70,12.9929928470294,0,1,0
1,70,14.6629761184759,0,1,1
1,70,7.23397446237782,0,1,2
1,71,9.75537595034081,0,1,0
1,71,9.56198057323646,0,1,1
1,71,8.9560314408633,0,1,2
1,72,11.3289973908167,1,1,0
1,72,5.74755118459664,1,1,1
1,72,2.81869268082625,1,2,2
1,73,12.3519559350736,0,1,0
1,73,15.340091635514,0,2,1
1,73,11.9464220067745,0,1,2
1,74,8.99972550612365,1,2,0
1,74,3.98273481481942,1,2,1
1,74,3.83478824163771,1,2,2
1,75,12.4853284536283,0,1,0
1,75,15.2070945574812,0,1,1
1,75,12.2635659841052,0,1,2
1,76,6.60637406820577,1,1,0
1,76,5.37312276591883,1,2,1
1,76,-1.05761992419805,1,1,2
1,77,8.32307150854008,1,2,0
1,77,9.30677446807362,1,1,1
1,77,3.54376773393626,1,1,2
1,78,14.3376416663676,1,1,0
1,78,10.8793315343518,1,1,1
1,78,2.61002974077445,1,1,2
1,79,11.9855310767313,0,2,0
1,79,11.9600501664347,0,1,1
1,79,11.0368064430126,0,2,2
1,80,5.75490578053041,1,1,0
1,80,6.42168865814957,1,1,1
1,80,-0.762452547048613,1,2,2
1,81,11.1556298882607,0,2,0
1,81,14.6116124617796,0,1,1
1,81,13.4632443479568,0,1,2
1,82,6.20635453192295,1,2,0
1,82,3.27747607064678,1,1,1
1,82,1.92798997197227,1,1,2
1,83,12.0102510860659,0,1,0
1,83,13.8352505899131,0,2,1
1,83,10.6490850659363,0,2,2
1,84,5.73902900721848,1,2,0
1,84,7.68789655203797,1,2,1
1,84,0.697524301446116,1,1,2
1,85,9.98530245516102,1,1,0
1,85,5.45825197548577,1,1,1
1,85,2.34206949890614,1,1,2
1,86,9.14757618478826,0,1,0
1,86,13.6837429487843,0,1,1
1,86,7.93975710374371,0,2,2
1,87,13.4828710522485,0,1,0
1,87,10.6868751557053,0,2,1
1,87,12.1504944724684,0,2,2
1,88,4.55912961283517,1,2,0
1,88,5.82365715356883,1,1,1
1,88,4.48538952797516,1,1,2
1,89,3.14955329209861,1,2,0
1,89,4.33476441125554,1,1,1
1,89,-0.433140307593277,1,2,2
1,90,14.0782121657724,1,1,0
1,90,6.63254998673444,1,1,1
1,90,3.82247654618781,1,2,2
1,91,9.36999810746208,1,2,0
1,91,4.60286038852504,1,1,1
1,91,0.990064718062903,1,2,2
1,92,15.9475548878551,0,1,0
1,92,9.22170633863099,0,2,1
1,92,11.085541913163,0,1,2
1,93,13.4558215500928,1,1,0
1,93,8.0437025594691,1,1,1
1,93,3.81011133725745,1,1,2
1,94,7.26524659111231,1,2,0
1,94,4.67065247360424,1,2,1
1,94,1.37689866869529,1,2,2
1,95,13.1466533339136,0,1,0
1,95,12.646549269757,0,2,1
1,95,7.75354789744296,0,2,2
1,96,11.3770537254307,0,2,0
1,96,11.381952402695,0,1,1
1,96,9.38368989088378,0,1,2
1,97,15.5953829878483,0,1,0
1,97,15.0306228152348,0,2,1
1,97,11.9680946079689,0,2,2
1,98,12.630599552338,0,2,0
1,98,13.723006187597,0,2,1
1,98,10.0304668670612,0,2,2
1,99,15.3755455915195,0,1,0
1,99,13.21876692015,0,2,1
1,99,12.3221917120306,0,2,2
1,100,7.02346170772018,0,1,0
1,100,8.6848451056007,0,1,1
1,100,10.9875308626573,0,2,2
1,101,8.13839882175141,1,2,0
1,101,9.93177275366803,1,1,1
1,101,3.64285732755932,1,2,2
1,102,13.1635035035721,0,2,0
1,102,13.784668678734,0,1,1
1,102,15.4332951587439,0,1,2
1,103,13.5807124456727,0,1,0
1,103,12.7181288352916,0,2,1
1,103,10.5755543104672,0,1,2
1,104,3.75651656836556,1,2,0
1,104,3.32335744718133,1,2,1
1,104,5.93779164310828,1,1,2
1,105,13.240852058658,0,1,0
1,105,14.7225398568272,0,2,1
1,105,12.0312392925054,0,2,2
1,106,10.3106163465657,1,1,0
1,106,4.77437662213755,1,2,1
1,106,4.66805362704062,1,2,2
1,107,12.0422414486692,0,1,0
1,107,4.16105028683165,0,2,1
1,107,11.6680796666698,0,1,2
1,108,10.4710526518143,0,1,0
1,108,7.69613980836096,0,2,1
1,108,9.97291188197376,0,2,2
1,109,5.92688002878429,1,2,0
1,109,6.35336846603466,1,2,1
1,109,2.77016795961873,1,1,2
1,110,8.58696864777287,0,1,0
1,110,8.17916521380518,0,2,1
1,110,13.71812236713,0,1,2
1,111,11.0247256467845,1,1,0
1,111,7.50772262460755,1,1,1
1,111,4.81459590877769,1,1,2
1,112,11.2386028082976,1,1,0
1,112,4.91419179373311,1,1,1
1,112,5.56366596639221,1,2,2
1,113,5.55936538386819,1,2,0
1,113,4.87580055662509,1,2,1
1,113,-0.220237711035647,1,1,2
1,114,10.8245802030665,0,2,0
1,114,8.79568094254891,0,2,1
1,114,12.2205145433719,0,2,2
1,115,9.15627281459323,0,2,0
1,115,15.751133949912,0,1,1
1,115,3.7910309431947,0,1,2
1,116,11.8176662594903,1,1,0
1,116,4.14485418738538,1,2,1
1,116,3.7162522399716,1,2,2
1,117,11.0458188776684,0,1,0
1,117,7.72855906142599,0,1,1
1,117,10.0162271081871,0,1,2
1,118,8.69054237073849,1,1,0
1,118,1.50764732864572,1,2,1
1,118,3.53201480974961,1,1,2
1,119,12.5444484065375,0,1,0
1,119,12.8569575370442,0,2,1
1,119,8.49185813517347,0,1,2
1,120,13.0241713409301,0,1,0
1,120,14.3163452231823,0,2,1
1,120,9.46964779911493,0,1,2
1,121,17.6217937513043,0,1,0
1,121,12.7795971341619,0,2,1
1,121,9.73495547114074,0,1,2
1,122,9.89543661744379,1,1,0
1,122,10.7131993761424,1,1,1
1,122,2.29034070232069,1,1,2
1,123,13.8988843114968,1,2,0
1,123,-1.2966840821903,1,2,1
1,123,6.13386175774222,1,1,2
1,124,12.3232626894992,0,2,0
1,124,10.0006523677093,0,1,1
1,124,10.2822555538926,0,2,2
1,125,10.1229291712987,0,2,0
1,125,13.757804090198,0,2,1
1,125,6.63763552055458,0,2,2
1,126,14.0968833248164,1,1,0
1,126,3.54409463827898,1,2,1
1,126,5.72228125132358,1,2,2
1,127,11.762994230828,0,1,0
1,127,14.9865511733188,0,1,1
1,127,6.98968312740621,0,2,2
1,128,8.00427656311652,1,2,0
1,128,4.89438417422836,1,1,1
1,128,5.60422045426306,1,2,2
1,129,7.29588552875976,0,2,0
1,129,6.04051913515147,0,2,1
1,129,8.36062034927077,0,2,2
1,130,7.3912455333459,1,2,0
1,130,6.0214076515392,1,2,1
1,130,0.785896579707585,1,1,2
1,131,11.1833786838674,1,1,0
1,131,2.20145382355635,1,1,1
1,131,5.87705637672813,1,1,2
1,132,10.8475441780671,0,1,0
1,132,10.7607998073814,0,2,1
1,132,11.1878804390169,0,2,2
1,133,10.2389052911679,0,1,0
1,133,7.96960005741626,0,2,1
1,133,13.024163864157,0,1,2
1,134,10.323750229396,0,1,0
1,134,13.7900549343922,0,2,1
1,134,10.1717929644556,0,2,2
1,135,6.55370801851712,1,1,0
1,135,0.661526197450682,1,1,1
1,135,4.51329531488516,1,1,2
1,136,11.5398920207476,0,2,0
1,136,8.00381218210683,0,2,1
1,136,12.6222161393448,0,1,2
1,137,11.7857478225196,1,1,0
1,137,9.55785321425442,1,1,1
1,137,3.26470338545767,1,1,2
1,138,8.24101985934552,1,1,0
1,138,8.7026522003014,1,1,1
1,138,3.94400195105523,1,1,2
1,139,5.79076143629631,1,2,0
1,139,2.83468988943276,1,2,1
1,139,2.83561363243101,1,2,2
1,140,14.1140847407687,0,1,0
1,140,10.1168128077819,0,2,1
1,140,8.90553117171959,0,2,2
1,141,8.37036845970561,1,2,0
1,141,8.97747932178937,1,1,1
1,141,4.02058629133456,1,2,2
1,142,12.3703387246314,0,1,0
1,142,14.2673267625359,0,1,1
1,142,13.3080076958073,0,2,2
1,143,8.28591130799852,0,2,0
1,143,11.637587944592,0,2,1
1,143,10.0532546418469,0,1,2
1,144,9.30165480161739,1,2,0
1,144,5.61034552982613,1,1,1
1,144,4.58206913027941,1,1,2
1,145,9.96479871020265,1,2,0
1,145,7.30342305929293,1,1,1
1,145,4.26031465195665,1,2,2
1,146,15.6149278049332,0,1,0
1,146,11.8396764695697,0,2,1
1,146,7.81412994639057,0,2,2
1,147,2.61908428937882,1,2,0
1,147,6.34974833708371,1,2,1
1,147,6.62234236796315,1,2,2
1,148,15.4473005927708,0,2,0
1,148,8.83422558753342,0,2,1
1,148,7.73410458975979,0,1,2
1,149,4.38233715306188,1,2,0
1,149,12.0593478078284,1,2,1
1,149,1.08704293856809,1,1,2
1,150,10.0965298911649,0,1,0
1,150,14.3625608368463,0,1,1
1,150,8.12148377053787,0,2,2
1,151,11.9128254916568,0,2,0
1,151,9.56722725807124,0,1,1
1,151,10.102635636891,0,1,2
1,152,7.13591531700688,1,1,0
1,152,5.68291737033443,1,1,1
1,152,-1.12222314777412,1,2,2
1,153,4.37099061489439,1,1,0
1,153,4.27066892501439,1,1,1
1,153,2.74209289376324,1,1,2
1,154,7.54059078226542,1,2,0
1,154,6.38505401982969,1,2,1
1,154,0.498544269596519,1,1,2
1,155,11.8800530634943,0,1,0
1,155,12.0224957427987,0,2,1
1,155,7.97470563400607,0,2,2
1,156,10.735123130623,0,2,0
1,156,11.4651085297187,0,2,1
1,156,9.99397414560917,0,1,2
1,157,6.81059676113706,1,2,0
1,157,6.47172199847553,1,1,1
1,157,4.02473924775369,1,1,2
1,158,14.3255935948361,0,1,0
1,158,14.5926147476404,0,1,1
1,158,12.7311752915136,0,2,2
1,159,4.04457636729692,1,2,0
1,159,7.00519752931051,1,1,1
1,159,3.11325754602734,1,2,2
1,160,9.5932367622552,1,1,0
1,160,5.57529925085911,1,1,1
1,160,4.28372067224601,1,1,2
1,161,9.48860924373242,0,2,0
1,161,12.6850016946067,0,1,1
1,161,8.79486495442083,0,2,2
1,162,13.6865106292528,0,2,0
1,162,10.0717800874427,0,2,1
1,162,7.82916565050563,0,2,2
1,163,13.6821731978933,0,1,0
1,163,14.5663171046493,0,1,1
1,163,11.0010311613353,0,1,2
1,164,5.97543128713649,1,1,0
1,164,9.16096538364214,1,1,1
1,164,8.38368575656179,1,1,2
1,165,9.63737843244607,1,2,0
1,165,3.68891859437069,1,2,1
1,165,7.34801201886185,1,2,2
1,166,10.4033768430133,0,1,0
1,166,11.778413355515,0,1,1
1,166,8.81124056197214,0,2,2
1,167,10.9307637766956,0,1,0
1,167,8.42589824874151,0,2,1
1,167,11.8065552766645,0,1,2
1,168,10.4499591779255,1,2,0
1,168,7.30686189206842,1,1,1
1,168,2.00655927389237,1,2,2
1,169,11.8631826432189,1,2,0
1,169,7.65537235055671,1,2,1
1,169,2.30680436768594,1,1,2
1,170,4.04710124317785,0,1,0
1,170,12.7419007742613,0,2,1
1,170,7.44689048986063,0,1,2
1,171,4.01557784085041,1,2,0
1,171,5.59489001985691,1,1,1
1,171,4.89290180018066,1,2,2
1,172,10.3306807337212,1,1,0
1,172,5.94433536308778,1,2,1
1,172,1.38375103748778,1,1,2
1,173,7.78863011420485,0,2,0
1,173,10.3794697167857,0,1,1
1,173,8.83094395655694,0,2,2
1,174,11.460435218914,1,1,0
1,174,4.90605295738244,1,2,1
1,174,-0.584338175888227,1,2,2
1,175,11.7149898404493,1,2,0
1,175,4.56738736367748,1,1,1
1,175,4.60933189552861,1,2,2
1,176,7.06789688764163,0,1,0
1,176,9.56378212161511,0,1,1
1,176,5.1772464268714,0,2,2
1,177,7.53693561765472,0,2,0
1,177,12.7719969642065,0,2,1
1,177,5.19524721596722,0,2,2
1,178,12.2077177377928,0,2,0
1,178,10.5283907512281,0,1,1
1,178,9.9739077067959,0,1,2
1,179,6.6825669426615,1,2,0
1,179,7.2555312612126,1,2,1
1,179,3.13884645518182,1,1,2
1,180,8.2549950850105,1,2,0
1,180,5.05080362578199,1,2,1
1,180,-1.73126903673307,1,2,2
1,181,13.1304778298613,0,1,0
1,181,10.8737156830363,0,1,1
1,181,12.062659632192,0,2,2
1,182,11.5446358988038,1,1,0
1,182,3.64143086329685,1,2,1
1,182,4.62804264977541,1,1,2
1,183,7.25624231190241,1,1,0
1,183,6.19058294450573,1,2,1
1,183,5.82682972476571,1,2,2
1,184,8.05174152394893,1,2,0
1,184,7.74320455461186,1,2,1
1,184,1.19314566028114,1,1,2
1,185,10.219701107065,1,1,0
1,185,8.31787470732431,1,1,1
1,185,-2.31536092127828,1,2,2
1,186,7.91335549919769,1,1,0
1,186,8.42506978199722,1,1,1
1,186,2.93334783597484,1,2,2
1,187,15.6204235825305,0,1,0
1,187,8.96653429564826,0,2,1
1,187,9.14274950919529,0,1,2
1,188,6.61081173365657,1,2,0
1,188,6.95435770426071,1,2,1
1,188,1.87465058345127,1,1,2
1,189,4.71502990264654,1,2,0
1,189,3.32421671856692,1,1,1
1,189,8.35971584064492,1,1,2
1,190,5.38273258254124,1,2,0
1,190,4.23841908126506,1,2,1
1,190,-1.55998682768689,1,2,2
1,191,8.32102355735984,1,1,0
1,191,-0.63413949863274,1,2,1
1,191,1.88786790319285,1,2,2
1,192,13.6251360077372,0,2,0
1,192,11.1300715497251,0,1,1
1,192,12.0811875134448,0,1,2
1,193,4.27766969930191,0,2,0
1,193,13.8935316113374,0,2,1
1,193,13.289619441886,0,2,2
1,194,12.0960516315472,0,2,0
1,194,6.8466613835874,0,1,1
1,194,11.8530314107688,0,2,2
1,195,8.7314642958781,1,1,0
1,195,7.9214782337089,1,1,1
1,195,4.09063612429143,1,2,2
1,196,6.32541791107146,1,1,0
1,196,7.29546348705209,1,2,1
1,196,-0.899222357204939,1,1,2
1,197,11.1799919415037,0,1,0
1,197,13.6623221654491,0,1,1
1,197,10.0073281360331,0,2,2
1,198,12.1780135249264,0,2,0
1,198,11.1942596831453,0,1,1
1,198,9.67266493048269,0,2,2
1,199,6.89683211110424,1,1,0
1,199,5.0525685958867,1,2,1
1,199,0.237071805723071,1,2,2
1,200,9.53785875727344,1,1,0
1,200,6.3391878952758,1,2,1
1,200,3.63727626151813,1,2,2
1,201,12.7093719049261,0,2,0
1,201,13.6153948749996,0,1,1
1,201,10.5471526462554,0,2,2
1,202,9.57374338198994,0,2,0
1,202,10.6581826274947,0,1,1
1,202,12.1024194340758,0,1,2
1,203,9.16325288061629,0,1,0
1,203,11.5597867767835,0,2,1
1,203,6.09140633913129,0,2,2
1,204,12.5342497442574,0,2,0
1,204,15.3617596260782,0,1,1
1,204,11.7819848758092,0,1,2
1,205,14.0259882065077,0,2,0
1,205,11.8027044231746,0,2,1
1,205,8.59473338942336,0,2,2
1,206,6.25204415623813,1,1,0
1,206,2.43992768267426,1,2,1
1,206,3.27120900663839,1,1,2
1,207,6.31550710075132,1,2,0
1,207,7.44630152735601,1,1,1
1,207,5.76036354899935,1,1,2
1,208,8.4755717718887,0,2,0
1,208,17.5953599844597,0,1,1
1,208,7.36492482674155,0,1,2
1,209,13.7256387502029,0,2,0
1,209,12.1297878869066,0,2,1
1,209,8.23922325989652,0,1,2
1,210,11.7115307910018,1,2,0
1,210,5.31923527694574,1,1,1
1,210,3.71688320721217,1,1,2
1,211,13.7409881381466,1,1,0
1,211,3.01751923963891,1,1,1
1,211,5.03649174242813,1,1,2
1,212,12.0040610181212,1,2,0
1,212,10.7383438726829,1,1,1
1,212,3.257965869931,1,1,2
1,213,8.27526993276774,1,1,0
1,213,1.03982192480001,1,2,1
1,213,-3.8817500401728,1,1,2
1,214,9.68454280908173,1,1,0
1,214,8.26044440088826,1,1,1
1,214,1.17468831465342,1,1,2
1,215,11.8049542030389,0,1,0
1,215,15.0843440871842,0,1,1
1,215,4.04858160045869,0,2,2
1,216,12.2838007941059,0,2,0
1,216,12.4923840667292,0,1,1
1,216,6.61440685721854,0,2,2
1,217,16.1191843159351,0,2,0
1,217,14.3916598733343,0,2,1
1,217,13.6852389400213,0,2,2
1,218,13.6637847004889,0,1,0
1,218,10.8375647342364,0,1,1
1,218,6.90953185705825,0,2,2
1,219,11.5285942931811,0,1,0
1,219,12.0690979337355,0,2,1
1,219,8.90065034248261,0,1,2
1,220,5.51332251869651,1,2,0
1,220,3.58444069837947,1,2,1
1,220,1.28804059567316,1,2,2
1,221,13.2089198186624,0,2,0
1,221,15.2535039752664,0,2,1
1,221,10.6172929746803,0,2,2
1,222,3.0559875345768,0,2,0
1,222,12.1812263034562,0,2,1
1,222,6.77600473902896,0,2,2
1,223,9.83337057853903,0,2,0
1,223,9.17951687701594,0,2,1
1,223,11.2992771429947,0,1,2
1,224,11.1645387606619,1,1,0
1,224,5.59065556236369,1,2,1
1,224,-1.53237236644793,1,2,2
1,225,5.75555288616699,0,1,0
1,225,10.9748256127443,0,2,1
1,225,14.7593751232712,0,2,2
1,226,6.96666715428017,0,2,0
1,226,11.6666146888947,0,1,1
1,226,10.9259314671603,0,1,2
1,227,8.84276627442119,0,2,0
1,227,14.0691494573423,0,1,1
1,227,12.4824726418098,0,2,2
1,228,6.87777035175379,1,2,0
1,228,7.49458750258425,1,1,1
1,228,3.29312206059957,1,1,2
1,229,13.6190272168036,0,1,0
1,229,11.9830422551467,0,1,1
1,229,9.32064001977407,0,1,2
1,230,14.898279340608,1,1,0
1,230,5.13804576336598,1,2,1
1,230,-1.52216785243509,1,1,2
1,231,9.48117915644523,1,1,0
1,231,9.6504920348315,1,1,1
1,231,8.16358302115939,1,1,2
1,232,10.8208020779133,0,1,0
1,232,11.0697134227353,0,2,1
1,232,8.48507532377939,0,1,2
1,233,11.8483651142942,0,2,0
1,233,8.03142061237317,0,2,1
1,233,10.6881263686644,0,1,2
1,234,10.2830954478243,0,1,0
1,234,13.2281177208092,0,1,1
1,234,15.1479279567092,0,1,2
1,235,7.02780244312527,0,1,0
1,235,13.0267666649101,0,2,1
1,235,9.42043772680019,0,2,2
1,236,8.43771575750355,1,1,0
1,236,3.4673144960923,1,1,1
1,236,-0.00922891536647893,1,1,2
1,237,6.63526400715313,1,2,0
1,237,4.63759199765862,1,1,1
1,237,1.57487510020142,1,2,2
1,238,14.639961676575,0,1,0
1,238,9.18795435784795,0,1,1
1,238,10.0615242195091,0,2,2
1,239,9.94101425414799,0,2,0
1,239,14.1622510428804,0,1,1
1,239,10.3060356191886,0,2,2
1,240,4.93916359255633,0,1,0
1,240,15.2095496440255,0,1,1
1,240,9.08533968682871,0,1,2
1,241,4.93803399147835,1,1,0
1,241,6.37266683971363,1,2,1
1,241,6.02546697350602,1,1,2
1,242,7.04394488561471,0,2,0
1,242,10.7740050216543,0,1,1
1,242,12.4624799438375,0,1,2
1,243,8.65948728343442,1,1,0
1,243,3.56564413382624,1,2,1
1,243,3.12674465972517,1,2,2
1,244,14.3369470178236,0,2,0
1,244,11.9386337091397,0,2,1
1,244,13.3893133313249,0,1,2
1,245,8.92188436669175,0,2,0
1,245,11.1055248207605,0,1,1
1,245,13.8787867492662,0,1,2
1,246,11.9818981661849,0,1,0
1,246,12.5342416084914,0,2,1
1,246,10.7460944126357,0,2,2
1,247,6.87680658020007,0,1,0
1,247,7.29166396839295,0,2,1
1,247,9.47405633125005,0,2,2
1,248,2.41302560254772,1,2,0
1,248,5.36207260540783,1,1,1
1,248,3.31051338647823,1,2,2
1,249,5.7549175484826,1,2,0
1,249,2.38205763142239,1,2,1
1,249,6.52555918092282,1,2,2
1,250,8.95668676933441,0,2,0
1,250,15.212034619399,0,1,1
1,250,9.02462651646739,0,2,2
1,251,13.7987880805625,0,1,0
1,251,14.1620238062909,0,2,1
1,251,8.93205442522821,0,2,2
1,252,11.6029673561668,0,1,0
1,252,13.9976333794299,0,1,1
1,252,7.11933045429412,0,2,2
1,253,8.04970658969463,1,1,0
1,253,5.0508548173039,1,2,1
1,253,4.17395991305036,1,1,2
1,254,12.6660044977815,0,2,0
1,254,11.2226202606753,0,2,1
1,254,10.3633673607438,0,2,2
1,255,9.36506199667266,1,1,0
1,255,8.91044409582406,1,1,1
1,255,4.50405840561013,1,2,2
1,256,6.66762426314617,1,1,0
1,256,5.4736145544356,1,1,1
1,256,4.45200264587245,1,2,2
1,257,10.0635339482733,1,2,0
1,257,5.7220152546283,1,2,1
1,257,-1.18779968860021,1,2,2
1,258,11.6077058304498,1,1,0
1,258,6.56366176661282,1,1,1
1,258,2.34534358412371,1,2,2
1,259,11.8019714072849,0,1,0
1,259,12.2863463645924,0,2,1
